page,group,subgroup,nreview,user,role,postcount,datecreated,hourcreated,message,reply
1,Honda,Honda Accord,1017,arod21798,Member,2,2020-09-15,06:19:39,"Hello,Can i please have the MF, Residual value, and incentives of the 2020 Honda Accord Touring lease 10k/36; zip code- 45324? Thank you! ",No
1,Honda,Honda Accord,1018,kyfdx,Moderator,217095,2020-09-15,12:13:28,"arod21798 said:Hello,Can i please have the MF, Residual value, and incentives of the 2020 Honda Accord Touring lease 10k/36; zip code- 45324? Thank you! .00049 MF and 57% residual$500 incentive ",Yes
1,Honda,Honda Accord,1019,NicC86,Member,1,2020-09-16,01:25:12,"Hi there! Can I please have the mf, residual, and incentives for a 2020 Accord Touring 2.0T with 12k / 36m AND 15k / 36m in 78660? ",No
1,Honda,Honda Accord,1020,Michaell,Moderator,219539,2020-09-16,02:11:43,"NicC86 said:Hi there! Can I please have the mf, residual, and incentives for a 2020 Accord Touring 2.0T with 12k / 36m AND 15k / 36m in 78660?36/15.00049 and 54%$500 incentive ",Yes
1,Honda,Honda Accord,1021,Joe_Ace,Member,11,2020-09-16,13:18:50,"Hi, can i please get the MF, residual, incentives and rebate on a 2020 Honda Accord EX and Sport. 36/10k or 36/12k Zip code: 33409 ",No
1,Honda,Honda Accord,1022,Michaell,Moderator,219539,2020-09-16,14:45:32,"Joe_Ace said:Hi, can i please get the MF, residual, incentives and rebate on a 2020 Honda Accord EX and Sport. 36/10k or 36/12k Zip code: 33409Sport - 1.5 or 2.0? ",Yes
1,Honda,Honda Accord,1023,Joe_Ace,Member,11,2020-09-17,13:21:33,The sport 1.5 ,No
1,Honda,Honda Accord,1024,kyfdx,Moderator,217095,2020-09-17,13:29:04,"Joe_Ace said:Hi, can i please get the MF, residual, incentives and rebate on a 2020 Honda Accord EX and Sport. 36/10k or 36/12k Zip code: 33409Joe_Ace said:The sport 1.536/12.00049 MF $500 incentive59%/57% residual for Sport/EX ",Yes
1,Honda,Honda Accord,1025,Joe_Ace,Member,11,2020-09-17,14:49:55,Thank you 🙏🏾 ,No
1,Honda,Honda Accord,1026,car_enthusiast1,Member,3,2020-09-19,07:14:15,"Hello, what is the mf, residual, and/or any incentives for the 2020 Accord LX for 12k miles and 36 months? My zipcode is 92831. Thank you in advance! ",No
1,Honda,Honda Accord,1027,kyfdx,Moderator,217095,2020-09-19,12:48:28,"car_enthusiast1 said:Hello, what is the mf, residual, and/or any incentives for the 2020 Accord LX for 12k miles and 36 months? My zipcode is 92831. Thank you in advance!.00049 MF and 57% residual$500 incentive ",Yes
1,Honda,Honda Accord,1028,blueoxygen,Member,30,2020-09-20,03:15:15,"HiCan someone please help me with MF, residual, and incentives/rebates on. 2020 Accord LX, Sport and Hybrid In the zip 07728Thanks ",No
1,Honda,Honda Accord,1029,Michaell,Moderator,219539,2020-09-20,04:59:25,"blueoxygen said:HiCan someone please help me with MF, residual, and incentives/rebates on. 2020 Accord LX, Sport and Hybrid In the zip 07728ThanksWhat trim of Hybrid?For the Sport, 1.5T or 2.0T?What lease term and how many miles per year? ",Yes
1,Honda,Honda Accord,1030,blueoxygen,Member,30,2020-09-20,05:53:31,"Michaell said: blueoxygen said:HiCan someone please help me with MF, residual, and incentives/rebates on. 2020 Accord LX, Sport and Hybrid In the zip 07728ThanksWhat trim of Hybrid?For the Sport, 1.5T or 2.0T?What lease term and how many miles per year?sorry -What trim of Hybrid? Hybrid (not EX or EXL) For the Sport, 1.5T or 2.0T? 1.5TWhat lease term and how many miles per year? 36/10 K and 36/12 Kso MF, residual, and incentives/rebates on2020 Accord LX, 36/10 K and 36/12 K2020 Accord Sport 1.5 T 36/10 K and 36/12 Kand 2020 Accord Hybrid (not EX or EXL) 36/10 K and 36/12 KIn the zip 07728Thank you so much for helping ",Yes
1,Honda,Honda Accord,1031,Michaell,Moderator,219539,2020-09-20,06:21:08,"blueoxygen said: Michaell said: blueoxygen said:HiCan someone please help me with MF, residual, and incentives/rebates on. 2020 Accord LX, Sport and Hybrid In the zip 07728ThanksWhat trim of Hybrid?For the Sport, 1.5T or 2.0T?What lease term and how many miles per year?sorry -What trim of Hybrid? Hybrid (not EX or EXL) For the Sport, 1.5T or 2.0T? 1.5TWhat lease term and how many miles per year? 36/10 K and 36/12 Kso MF, residual, and incentives/rebates on2020 Accord LX, 36/10 K and 36/12 K2020 Accord Sport 1.5 T 36/10 K and 36/12 Kand 2020 Accord Hybrid (not EX or EXL) 36/10 K and 36/12 KIn the zip 07728Thank you so much for helping36/12Hyb Base - .00049 and 57%LX - .00049 and 57%Sport 1.5T - .00049 and 58%No incentives ",Yes
1,Honda,Honda Accord,1032,blueoxygen,Member,30,2020-09-20,06:30:24,"Michaell said: blueoxygen said: Michaell said: blueoxygen said:HiCan someone please help me with MF, residual, and incentives/rebates on. 2020 Accord LX, Sport and Hybrid In the zip 07728ThanksWhat trim of Hybrid?For the Sport, 1.5T or 2.0T?What lease term and how many miles per year?sorry -What trim of Hybrid? Hybrid (not EX or EXL) For the Sport, 1.5T or 2.0T? 1.5TWhat lease term and how many miles per year? 36/10 K and 36/12 Kso MF, residual, and incentives/rebates on2020 Accord LX, 36/10 K and 36/12 K2020 Accord Sport 1.5 T 36/10 K and 36/12 Kand 2020 Accord Hybrid (not EX or EXL) 36/10 K and 36/12 KIn the zip 07728Thank you so much for helping36/12Hyb Base - .00049 and 57%LX - .00049 and 57%Sport 1.5T - .00049 and 58%No incentivesagain thank you. could you please help me with 36/10k ?Best Regards, ",Yes
1,Honda,Honda Accord,1033,kyfdx,Moderator,217095,2020-09-20,13:19:27,"blueoxygen said: Michaell said: blueoxygen said: Michaell said: blueoxygen said:HiCan someone please help me with MF, residual, and incentives/rebates on. 2020 Accord LX, Sport and Hybrid In the zip 07728ThanksWhat trim of Hybrid?For the Sport, 1.5T or 2.0T?What lease term and how many miles per year?sorry -What trim of Hybrid? Hybrid (not EX or EXL) For the Sport, 1.5T or 2.0T? 1.5TWhat lease term and how many miles per year? 36/10 K and 36/12 Kso MF, residual, and incentives/rebates on2020 Accord LX, 36/10 K and 36/12 K2020 Accord Sport 1.5 T 36/10 K and 36/12 Kand 2020 Accord Hybrid (not EX or EXL) 36/10 K and 36/12 KIn the zip 07728Thank you so much for helping36/12Hyb Base - .00049 and 57%LX - .00049 and 57%Sport 1.5T - .00049 and 58%No incentivesagain thank you. could you please help me with 36/10k ?Best Regards,+1% for 10K/yr  ",Yes
1,Honda,Honda Accord,1034,havalk,Member,4,2020-09-21,21:50:41,"Could you please provide Residual and MF for : 2020 Honda Accord Hybrid EX, 36 mo 12K in 90621?Are there any lease incentives? Thanks!Haval ",No
1,Honda,Honda Accord,1035,Michaell,Moderator,219539,2020-09-21,21:57:36,"havalk said:Could you please provide Residual and MF for : 2020 Honda Accord Hybrid EX, 36 mo 12K in 90621?Are there any lease incentives? Thanks!Haval.00049 and 56%$500 incentive ",Yes
1,Honda,Honda Accord,1036,nvd425,Member,39,2020-09-22,03:42:29,hi. looking for mf and residual on a 2020 accord sport 2.0t. 36m/10k. 07950. thanks! ,No
1,Honda,Honda Accord,1037,Michaell,Moderator,219539,2020-09-22,04:58:45,nvd425 said:hi. looking for mf and residual on a 2020 accord sport 2.0t. 36m/10k. 07950. thanks!.00049 and 58%$500 incentive ,Yes
1,Honda,Honda Accord,1038,afab2025,Member,4,2020-09-22,22:20:04,"Hello,Can you please share the MF, RV, and incentives on a 2020 Honda Accord LX 1.5 at 36/12k in 07012?Thank you! ",No
1,Honda,Honda Accord,1039,Michaell,Moderator,219539,2020-09-23,03:21:04,"afab2025 said:Hello,Can you please share the MF, RV, and incentives on a 2020 Honda Accord LX 1.5 at 36/12k in 07012?Thank you!.00049 and 57%No incentives ",Yes
1,Honda,Honda Accord,1040,sonora02,Member,175,2020-09-23,15:51:53,"Can you please share the MF, RV, and incentives on a 2020 Honda Accord LX 1.5 at 36/12k in California 92127 ",No
1,Honda,Honda Accord,1041,sonora02,Member,175,2020-09-23,15:52:10,and Sport 1.5 ,No
1,Honda,Honda Accord,1042,kyfdx,Moderator,217095,2020-09-23,16:27:59,"sonora02 said:Can you please share the MF, RV, and incentives on a 2020 Honda Accord LX 1.5 at 36/12k in California 92127sonora02 said:and Sport 1.5.00049 MF57%/58% residual for LX/Sport$500 incentive ",Yes
1,Honda,Honda Accord,1043,RoomBalloon,Member,4,2020-09-23,17:18:04,"Hi, What is the MF, RV and incentives on a 2020 Honda Accord EX-L 1.5T at 36/12k in 15601?Thank you! ",No
1,Honda,Honda Accord,1044,Michaell,Moderator,219539,2020-09-23,17:26:01,"RoomBalloon said:Hi, What is the MF, RV and incentives on a 2020 Honda Accord EX-L 1.5T at 36/12k in 15601?Thank you!.00049 and 56%$500 incentive ",Yes
1,Honda,Honda Accord,1045,kd780111,Member,7,2020-09-24,02:22:37,"Hi,Could you please provide the MF, RV, incentives, and rebates for a 2020 Honda Accord EX-L at 36/12k in 07652? Both 2.0T and 1.5T please. Thanks! ",No
1,Honda,Honda Accord,1046,Michaell,Moderator,219539,2020-09-24,02:52:05,"kd780111 said:Hi,Could you please provide the MF, RV, incentives, and rebates for a 2020 Honda Accord EX-L at 36/12k in 07652? Both 2.0T and 1.5T please. Thanks!.00049 and 56% / 55% for 1.5 / 2.0$500 incentive ",Yes
1,Honda,Honda Accord,1047,Jespo19,Member,7,2020-09-24,15:25:25,"Hi can I get the MF, RV, incentives and rebates for a 2020 Honda Accord Touring 2.0 with the black appearance package at 36/12k in the NYC area 10308 ",No
1,Honda,Honda Accord,1048,kyfdx,Moderator,217095,2020-09-24,15:27:34,"Jespo19 said:Hi can I get the MF, RV, incentives and rebates for a 2020 Honda Accord Touring 2.0 with the black appearance package at 36/12k in the NYC area 10308.00049 MF and 56% residual$500 incentive ",Yes
1,Honda,Honda Accord,1049,Jespo19,Member,7,2020-09-24,15:50:11,"kyfdx said: Jespo19 said:Hi can I get the MF, RV, incentives and rebates for a 2020 Honda Accord Touring 2.0 with the black appearance package at 36/12k in the NYC area 10308.00049 MF and 56% residual$500 incentiveThank you. Do you know if it would be the same without the black appearance package? ",Yes
1,Honda,Honda Accord,1050,kyfdx,Moderator,217095,2020-09-24,18:04:19,"Jespo19 said: kyfdx said: Jespo19 said:Hi can I get the MF, RV, incentives and rebates for a 2020 Honda Accord Touring 2.0 with the black appearance package at 36/12k in the NYC area 10308.00049 MF and 56% residual$500 incentiveThank you. Do you know if it would be the same without the black appearance package?Same ",Yes
1,Honda,Honda Accord,1051,RoomBalloon,Member,4,2020-09-24,22:16:07,"Hi,What is the MF, RV and incentives on a 2020 Honda Accord EX-L 2.0T at 36/15k in 15601?Thank you ",No
1,Honda,Honda Accord,1052,dandj03,Member,21,2020-09-24,22:20:53,Please advise of the MF and Residual on a 2020 Honda Accord Sport 2.0T 36m/10k. 11758. Thank you! ,No
1,Honda,Honda Accord,1053,Michaell,Moderator,219539,2020-09-25,01:06:30,"RoomBalloon said:Hi,What is the MF, RV and incentives on a 2020 Honda Accord EX-L 2.0T at 36/15k in 15601?Thank you.00049 and 53%$500 incentive ",Yes
1,Honda,Honda Accord,1054,Michaell,Moderator,219539,2020-09-25,01:07:05,dandj03 said:Please advise of the MF and Residual on a 2020 Honda Accord Sport 2.0T 36m/10k. 11758. Thank you!.00049 and 58%$500 incentive ,Yes
1,Honda,Honda Accord,1055,havalk,Member,4,2020-09-25,03:53:17,"Can I request for the numbers like residual, MF, and any Incentives for 2020 Accord Hybrid EXL 2L 36mo/12k in 90703 ",No
1,Honda,Honda Accord,1056,Michaell,Moderator,219539,2020-09-25,04:55:50,"havalk said:Can I request for the numbers like residual, MF, and any Incentives for 2020 Accord Hybrid EXL 2L 36mo/12k in 90703.00049 and 54%$500 incentive ",Yes
1,Honda,Honda Accord,1057,djred532,Member,7,2020-09-26,14:24:14,Can I please get the Residual and MF for a 2020 Accord EX-L (36/12) in 32095? ,No
1,Honda,Honda Accord,1058,kyfdx,Moderator,217095,2020-09-26,16:48:00,djred532 said:Can I please get the Residual and MF for a 2020 Accord EX-L (36/12) in 32095?1.5 or 2.0? ,Yes
1,Honda,Honda Accord,1059,joshcarrick,Member,39,2020-09-26,18:44:59,May i Please have MF and Residual for 2020 Accord EX-L 36/12 44685 1.5t and 2.0T and any incentives. Thanks you. ,No
1,Honda,Honda Accord,1060,Michaell,Moderator,219539,2020-09-27,00:46:26,joshcarrick said:May i Please have MF and Residual for 2020 Accord EX-L 36/12 44685 1.5t and 2.0T and any incentives. Thanks you. .00049 and 56% / 55% for 1.5/2.0$500 incentive ,Yes
1,Honda,Honda Accord,1061,jduluoz54,Member,39,2020-09-28,14:05:17,"Can I please have MF, residual, and incentives for 2020 Accord Touring 36/10 in 28211?Thank you in advance. ",No
1,Honda,Honda Accord,1062,kyfdx,Moderator,217095,2020-09-28,16:00:27,"jduluoz54 said:Can I please have MF, residual, and incentives for 2020 Accord Touring 36/10 in 28211?Thank you in advance..00049 MF and 57% residualNo lease incentive ",Yes
1,Honda,Honda Accord,1063,alifirst,Member,2,2020-09-29,19:16:58,"Can I please have MF, RF, and incentives for 2020 Accord Sports 36/12 in 98119?Thank you in advance. ",No
1,Honda,Honda Accord,1064,kyfdx,Moderator,217095,2020-09-29,20:26:10,"alifirst said:Can I please have MF, RF, and incentives for 2020 Accord Sports 36/12 in 98119?Thank you in advance.1.5 or 2.0? ",Yes
1,Honda,Honda Accord,1065,alifirst,Member,2,2020-09-29,21:50:07,"kyfdx said: alifirst said:Can I please have MF, RF, and incentives for 2020 Accord Sports 36/12 in 98119?Thank you in advance.1.5 or 2.0?1.5 ",Yes
1,Honda,Honda Accord,1066,Michaell,Moderator,219539,2020-09-29,22:57:26,"alifirst said: kyfdx said: alifirst said:Can I please have MF, RF, and incentives for 2020 Accord Sports 36/12 in 98119?Thank you in advance.1.5 or 2.0?1.5.00049 and 58%No incentives ",Yes
1,Honda,Honda Accord,1067,havalk,Member,4,2020-09-30,21:37:13,Please advise of the MF and Residual and any incentives on a 2020 Honda Accord Hybrid EXL 2.0T 36m/12k. 92618(Irvine)92807(Yorba Linda)90805(N Long Beach)90638(La Mirada)90650(Norwalk)My sincerest apologies for the long list of zip codes. Doing heavy research.Haval Kotrush ,No
1,Honda,Honda Accord,1068,havalk,Member,4,2020-09-30,21:43:14,Please advise of the MF and Residual and incentives on a 2020 Honda Accord HYBRID EXL 2.0T 36m/12k. 92683. Thank you so much! ,No
1,Honda,Honda Accord,1069,Michaell,Moderator,219539,2020-09-30,22:21:26,havalk said:Please advise of the MF and Residual and any incentives on a 2020 Honda Accord Hybrid EXL 2.0T 36m/12k. 92618(Irvine)92807(Yorba Linda)90805(N Long Beach)90638(La Mirada)90650(Norwalk)My sincerest apologies for the long list of zip codes. Doing heavy research.Haval Kotrushhavalk said:Please advise of the MF and Residual and incentives on a 2020 Honda Accord HYBRID EXL 2.0T 36m/12k. 92683. Thank you so much!The Honda numbers are national..00049 and 54%$500 incentive ,Yes
1,Honda,Honda Accord,1070,Savememoney619,Member,24,2020-10-02,20:24:28,"Can I get the MF, residual and incentives for Accord Lx and accord sport(1.5) 36m/10k and 36m/12k. Zip is 92071. Thanks! ",No
1,Honda,Honda Accord,1071,Michaell,Moderator,219539,2020-10-02,20:30:41,"Savememoney619 said:Can I get the MF, residual and incentives for Accord Lx and accord sport(1.5) 36m/10k and 36m/12k. Zip is 92071. Thanks! .00049 and 57% / 58% for LX / Sport$500 incentive ",Yes
1,Honda,Honda Accord,1072,CarGirl1234,Member,4,2020-10-03,15:15:14,"Can I get the MF, residual and incentives for Accord LX 1.5 and EX 1.5 36 months/10,000 miles for 07003? ",No
1,Honda,Honda Accord,1073,kyfdx,Moderator,217095,2020-10-03,16:22:54,"CarGirl1234 said:Can I get the MF, residual and incentives for Accord LX 1.5 and EX 1.5 36 months/10,000 miles for 07003?.00049 MF$500 incentive58%/57% residual for LX/EX ",Yes
1,Honda,Honda Accord,1074,carlove4cheap,Member,41,2020-10-05,00:29:36,hellowhat is MF and residual for 36M 12k lease in 12309 for 2020 accord touring. please also list dealer incentives and conquest if available. ,No
1,Honda,Honda Accord,1075,Michaell,Moderator,219539,2020-10-05,04:08:02,carlove4cheap said:hellowhat is MF and residual for 36M 12k lease in 12309 for 2020 accord touring. please also list dealer incentives and conquest if available..00049 and 56%$500 incentive ,Yes
1,Honda,Honda Accord,1076,samopp,Member,2,2020-10-05,15:25:30,"Hi looking for MF, residual and incentives on a 2020 Honda Accord EX at 36/10k in 11040. Thank you! ",No
1,Honda,Honda Accord,1077,kyfdx,Moderator,217095,2020-10-05,16:10:18,"samopp said:Hi looking for MF, residual and incentives on a 2020 Honda Accord EX at 36/10k in 11040. Thank you!.00049 MF and 57% residual$500 incentive ",Yes
1,Honda,Honda Accord,1078,brickyard_dogg,Member,9,2020-10-09,18:08:44,"Greetings! Can I get the MF, residual, and incentives for a 2020 Accord EX, 36/15K in 46142? And how much different is the EX-L? ",No
1,Honda,Honda Accord,1079,kyfdx,Moderator,217095,2020-10-09,19:04:41,"brickyard_dogg said:Greetings! Can I get the MF, residual, and incentives for a 2020 Accord EX, 36/15K in 46142? And how much different is the EX-L?.00049 MF and 54% residual$500 incentiveEither trim ",Yes
1,Honda,Honda Accord,1080,LanceB29,Member,1,2020-10-10,13:59:20,"Good morning. Can I get the MF, residual, and incentives for a 2020 Accord Sport 1.5t, 36/10K in 33569? ",No
1,Honda,Honda Accord,1081,kyfdx,Moderator,217095,2020-10-10,14:32:44,"LanceB29 said:Good morning. Can I get the MF, residual, and incentives for a 2020 Accord Sport 1.5t, 36/10K in 33569?.00049 MF and 59% residual$500 incentive ",Yes
1,Honda,Honda Accord,1082,fourlennys,Member,6,2020-10-13,01:55:01,"Can I please have MF, residual, and incentives for 2020 Accord LX 36/10 in 54313?Thank you in advance. ",No
1,Honda,Honda Accord,1083,Michaell,Moderator,219539,2020-10-13,04:17:01,"fourlennys said:Can I please have MF, residual, and incentives for 2020 Accord LX 36/10 in 54313?Thank you in advance. .00049 and 58%$500 incentive ",Yes
1,Honda,Honda Accord,1084,fourlennys,Member,6,2020-10-13,12:21:34,Thanks.! ,No
1,Honda,Honda Accord,1085,cgr45,Member,35,2020-10-13,14:33:12,"Good morning. Can I get the MF, residual, and incentives for a 2020 Accord Sport 2.0t, 36/15K in 07003?Thank you so much. ",No
1,Honda,Honda Accord,1086,Michaell,Moderator,219539,2020-10-13,15:07:17,"cgr45 said:Good morning. Can I get the MF, residual, and incentives for a 2020 Accord Sport 2.0t, 36/15K in 07003?Thank you so much. .00049 and 55%$500 incentive ",Yes
1,Honda,Honda Accord,1087,Honda4life06,Member,2,2020-10-18,08:35:48,"May I please get the MF, residual, and incentives for 2020 Accord Touring 2.0t? 36/12k and my zip is 20903. Thank you very much! ",No
1,Honda,Honda Accord,1088,kyfdx,Moderator,217095,2020-10-18,12:52:43,"Honda4life06 said:May I please get the MF, residual, and incentives for 2020 Accord Touring 2.0t? 36/12k and my zip is 20903. Thank you very much! .00049 MF and 56% residual ",Yes
1,Honda,Honda Accord,1089,bdoug55,Member,49,2020-10-19,00:26:53,"MF,RV for 2020 honda accord LX, 36/12k, 92373 ",No
1,Honda,Honda Accord,1090,Michaell,Moderator,219539,2020-10-19,01:19:41,"bdoug55 said:MF,RV for 2020 honda accord LX, 36/12k, 92373.00049 and 57%$500 incentive ",Yes
1,Honda,Honda Accord,1091,Arctism,Member,62,2020-10-19,05:32:28,"May I get the MF, RV, and Incentives for a2020 Honda Accord Sport 2.0T36/15k in 78211?Thanks!  ",No
1,Honda,Honda Accord,1092,kyfdx,Moderator,217095,2020-10-19,13:16:55,"Arctism said:May I get the MF, RV, and Incentives for a2020 Honda Accord Sport 2.0T36/15k in 78211?Thanks! .00049 MF and 55% residual ",Yes
1,Honda,Honda Accord,1093,take5ed,Member,6,2020-10-21,05:40:59,"Hello, may i get the MF, RV and incentives for 2020 Accord Sport 1.5/2.0T, EX 1.5, EX-L 2.0T. 12K/36mo93063/91362Thank you ",No
1,Honda,Honda Accord,1094,kyfdx,Moderator,217095,2020-10-21,12:21:00,"take5ed said:Hello, may i get the MF, RV and incentives for 2020 Accord Sport 1.5/2.0T, EX 1.5, EX-L 2.0T. 12K/36mo93063/91362Thank you.00049 MF$500 incentive58%, 57%, 56%, 55% residual ",Yes
1,Honda,Honda Accord,1095,evilbug33,Member,2,2020-10-22,13:43:13,"Can i get MF,RV and Incentive for 2020 ACCORD SPORTS 2.0T Touring 12k/36 Month zip code 08527 ",No
1,Honda,Honda Accord,1096,kyfdx,Moderator,217095,2020-10-22,13:54:45,"evilbug33 said:Can i get MF,RV and Incentive for 2020 ACCORD SPORTS 2.0T Touring 12k/36 Month zip code 085272..0 Sport or 2.0 Touring? ",Yes
1,Honda,Honda Accord,1097,evilbug33,Member,2,2020-10-22,14:00:59,Opps Sorry its 2.0T Touring ,No
1,Honda,Honda Accord,1098,kyfdx,Moderator,217095,2020-10-22,14:11:27,evilbug33 said:Opps Sorry its 2.0T Touring.00049 MF and 56% residual$500 incentive ,Yes
1,Honda,Honda Accord,1099,flyingator,Member,2,2020-10-22,18:15:30,"Hi, greatly appreciate this forum. when able, can i please ask for latest Incentives, MF and Residual information on a 2020 Accord EX-L 2.0T? Zip Code is 33410. thanks! ",No
1,Honda,Honda Accord,1100,Michaell,Moderator,219539,2020-10-22,18:22:33,"flyingator said:Hi, greatly appreciate this forum. when able, can i please ask for latest Incentives, MF and Residual information on a 2020 Accord EX-L 2.0T? Zip Code is 33410. thanks!36/15.00049 and 53%$500 incentive ",Yes
1,Honda,Honda Accord,1101,Dth123,Member,34,2020-10-22,19:08:14,"Hi. Please provide MF, residual, and incentives for 2020 accord sport 1.5T10k/36. 01923 ",No
1,Honda,Honda Accord,1102,veggie_chicken,Member,1,2020-10-22,20:31:45,"Hi, may I get the MF and residual for Accord touring 2020. 10k/24 month in 33610Appreciate the help 😊 ",No
1,Honda,Honda Accord,1103,Michaell,Moderator,219539,2020-10-22,20:46:50,"Dth123 said:Hi. Please provide MF, residual, and incentives for 2020 accord sport 1.5T10k/36. 01923.00049 and 59%$500 incentive ",Yes
1,Honda,Honda Accord,1104,Michaell,Moderator,219539,2020-10-22,20:47:05,"veggie_chicken said:Hi, may I get the MF and residual for Accord touring 2020. 10k/24 month in 33610Appreciate the help 😊.00049 and 63%$500 incentive ",Yes
1,Honda,Honda Accord,1105,Arctism,Member,62,2020-10-24,15:55:22,"Hey, what trim offers the best ""bang for the buck"" in terms of MF, RV, and incentives for 36/15k in 78231? Thanks!  ",No
1,Honda,Honda Accord,1106,kyfdx,Moderator,217095,2020-10-24,18:46:11,"Arctism said:Hey, what trim offers the best ""bang for the buck"" in terms of MF, RV, and incentives for 36/15k in 78231? Thanks! Sport 1.5.00049 MF and 56% residual ",Yes
1,Honda,Honda Accord,1107,Erod26,Member,9,2020-10-26,19:44:34,"Hi can I please have the MF, residual and incentives for 2020 Accord sport 1.5 for zip code 11729 10k/36. Thank you ",No
1,Honda,Honda Accord,1108,Michaell,Moderator,219539,2020-10-26,20:19:24,"Erod26 said:Hi can I please have the MF, residual and incentives for 2020 Accord sport 1.5 for zip code 11729 10k/36. Thank you .00049 and 59%$500 incentive ",Yes
1,Honda,Honda Accord,1109,CraigD659,Member,1,2020-10-28,15:01:33,"Hi can I please have the MF, residual and incentives for 2020 Accord sport 1.5 for zip code 07974 10k/36. Thank you ",No
1,Honda,Honda Accord,1110,Michaell,Moderator,219539,2020-10-28,15:18:16,"CraigD659 said:Hi can I please have the MF, residual and incentives for 2020 Accord sport 1.5 for zip code 07974 10k/36. Thank you .00049 and 59%$500 incentive ",Yes
1,Honda,Honda Accord,1111,Dth123,Member,34,2020-10-28,20:15:23,"Hi. Please provide MF, residual, and incentives for 2020 accord exl 2.0t ",No
1,Honda,Honda Accord,1112,kyfdx,Moderator,217095,2020-10-28,20:25:31,"Dth123 said:Hi. Please provide MF, residual, and incentives for 2020 accord exl 2.0tWhat is your location?What term and mileage allowance? ",Yes
1,Honda,Honda Accord,1113,Dth123,Member,34,2020-10-28,20:29:11,"kyfdx said: Dth123 said:Hi. Please provide MF, residual, and incentives for 2020 accord exl 2.0tWhat is your location?What term and mileage allowance?oops. 10k/36 and 01923 ",Yes
1,Honda,Honda Accord,1114,kyfdx,Moderator,217095,2020-10-28,20:40:04,"Dth123 said: kyfdx said: Dth123 said:Hi. Please provide MF, residual, and incentives for 2020 accord exl 2.0tWhat is your location?What term and mileage allowance?oops. 10k/36 and 01923.00049 MF and 56% residual$500 incentive ",Yes
1,Honda,Honda Accord,1115,BSchmales,Member,7,2020-10-28,23:07:54,"Hello,May I please have MF, RV, & Incentives for Accord EX-L 1.5L CVT 15k/36 in 02857? Thanks! ",No
1,Honda,Honda Accord,1116,Dth123,Member,34,2020-10-29,00:16:42,"kyfdx said: Dth123 said: kyfdx said: Dth123 said:Hi. Please provide MF, residual, and incentives for 2020 accord exl 2.0tWhat is your location?What term and mileage allowance?oops. 10k/36 and 01923.00049 MF and 56% residual$500 incentiveMay I have the sports 2.0 as well? ",Yes
1,Honda,Honda Accord,1117,Michaell,Moderator,219539,2020-10-29,02:11:18,"Dth123 said: kyfdx said: Dth123 said: kyfdx said: Dth123 said:Hi. Please provide MF, residual, and incentives for 2020 accord exl 2.0tWhat is your location?What term and mileage allowance?oops. 10k/36 and 01923.00049 MF and 56% residual$500 incentiveMay I have the sports 2.0 as well?58% residual for Sport 2.0 ",Yes
1,Honda,Honda Accord,1118,Michaell,Moderator,219539,2020-10-29,02:11:39,"BSchmales said:Hello,May I please have MF, RV, & Incentives for Accord EX-L 1.5L CVT 15k/36 in 02857? Thanks!.00049 and 57%$500 incentive ",Yes
1,Honda,Honda Accord,1119,Dth123,Member,34,2020-10-30,11:18:18,"kyfdx said: Dth123 said: kyfdx said: Dth123 said:Hi. Please provide MF, residual, and incentives for 2020 accord exl 2.0tWhat is your location?What term and mileage allowance?oops. 10k/36 and 01923.00049 MF and 56% residual$500 incentiveCan I have exl 2.0t for 03079? ",Yes
1,Honda,Honda Accord,1120,kyfdx,Moderator,217095,2020-10-30,11:51:21,"Dth123 said: kyfdx said: Dth123 said: kyfdx said: Dth123 said:Hi. Please provide MF, residual, and incentives for 2020 accord exl 2.0tWhat is your location?What term and mileage allowance?oops. 10k/36 and 01923.00049 MF and 56% residual$500 incentiveCan I have exl 2.0t for 03079?Same ",Yes
1,Honda,Honda Accord,1121,Chad2586,Member,51,2020-10-30,12:32:56,Sport 2.0 Zip 27028 12k miles/36mo MF based on 610-659 score. ,No
1,Honda,Honda Accord,1122,kyfdx,Moderator,217095,2020-10-30,16:27:16,Chad2586 said:Sport 2.0 Zip 27028 12k miles/36mo MF based on 610-659 score..00083 MF and 57% residual ,Yes
1,Honda,Honda Accord,1123,RuttedTrain,Member,81,2020-10-31,02:04:38,"Could I get MF, Incentives, and Residual for a 2020 Accord Sport 1.5T and EX? Zip 29072, 36/12. ",No
1,Honda,Honda Accord,1124,Michaell,Moderator,219539,2020-10-31,04:17:43,"RuttedTrain said:Could I get MF, Incentives, and Residual for a 2020 Accord Sport 1.5T and EX? Zip 29072, 36/12..00049 and 58% / 56% for Sport / EX$500 incentive ",Yes
1,Honda,Honda Accord,1125,BSchmales,Member,7,2020-10-31,17:33:37,"Michaell said: BSchmales said:Hello,May I please have MF, RV, & Incentives for Accord EX-L 1.5L CVT 15k/36 in 02857? Thanks!.00049 and 57%$500 incentiveIs there any reason a dealer would be showing me a 54% RV vs a 57% indicated here?Thanks! ",Yes
