title,views,comments,links,year,make,model,commentscount,viewscount
Toyota Matrix Test Drive: What Did You Think?,145 views,10 comments,https://forums.edmunds.com/discussion/5969/toyota/matrix/toyota-matrix-test-drive-what-did-you-think,Toyota,Matrix,Test,10,145
Porsche Cayman Prices Paid and Buying Experience,3.6K views,132 comments,https://forums.edmunds.com/discussion/6717/porsche/cayman/porsche-cayman-prices-paid-and-buying-experience,Porsche,Cayman,Prices,132,3600
Researching Buying a Range Rover?,1.3K views,15 comments,https://forums.edmunds.com/discussion/7203/land-rover/range-rover/researching-buying-a-range-rover,Researching,Buying,a,15,1300
Land Rover LR2 Prices Paid and Buying Experiences,1.3K views,292 comments,https://forums.edmunds.com/discussion/7434/land-rover/lr2/land-rover-lr2-prices-paid-and-buying-experiences,Land,Rover,LR2,292,1300
Is the Auto Sales Profession for Me?,1.1K views,153 comments,https://forums.edmunds.com/discussion/8382/general/x/is-the-auto-sales-profession-for-me,Is,the,Auto,153,1100
Dodge Caravan Prices Paid and Buying Experience,1.1K views,131 comments,https://forums.edmunds.com/discussion/8992/dodge/caravan/dodge-caravan-prices-paid-and-buying-experience,Dodge,Caravan,Prices,131,1100
Manual transmission in 2011 Porsche Cayenne anyone?,641 views,28 comments,https://forums.edmunds.com/discussion/13452/porsche/cayenne/manual-transmission-in-2011-porsche-cayenne-anyone,Manual,transmission,in,28,641
How to Buy a Used Car or Truck,11 views,2 comments,https://forums.edmunds.com/discussion/13621/general/x/how-to-buy-a-used-car-or-truck,How,to,Buy,2,11
Santa Fe Remote Start Option,121 views,2 comments,https://forums.edmunds.com/discussion/13641/hyundai/santa-fe/santa-fe-remote-start-option,Santa,Fe,Remote,2,121
2011 Sonata LE,521 views,14 comments,https://forums.edmunds.com/discussion/13664/hyundai/sonata/2011-sonata-le,2011,Sonata,LE,14,521
Advice for a first time college grad,61 views,14 comments,https://forums.edmunds.com/discussion/13721/bmw/1-series/advice-for-a-first-time-college-grad,Advice,for,a,14,61
2006 VW GLI vs. 2007 Acura TSX vs. 2008 saab 9-3,102 views,3 comments,https://forums.edmunds.com/discussion/13740/acura/tsx/2006-vw-gli-vs-2007-acura-tsx-vs-2008-saab-9-3,2006,VW,GLI,3,102
My Last Car Payment was...,541 views,42 comments,https://forums.edmunds.com/discussion/13774/general/x/my-last-car-payment-was,My,Last,Car,42,541
Matrix driving up mountain passes,151 views,1 comment,https://forums.edmunds.com/discussion/13819/toyota/matrix/matrix-driving-up-mountain-passes,Matrix,driving,up,1,151
Thinking of buying a 2009 Honda Accord,71 views,3 comments,https://forums.edmunds.com/discussion/13840/honda/accord/thinking-of-buying-a-2009-honda-accord,Thinking,of,buying,3,71
Volvo XC60 Trunk Space,81 views,2 comments,https://forums.edmunds.com/discussion/13850/volvo/xc60/volvo-xc60-trunk-space,Volvo,XC60,Trunk,2,81
Repair or buy: what's more cost effective?,41 views,2 comments,https://forums.edmunds.com/discussion/13873/subaru/legacy/repair-or-buy-whats-more-cost-effective,Repair,or,buy:,2,41
"What made you buy the Touring, and seeing the new Elantra, any regrets?",41 views,6 comments,https://forums.edmunds.com/discussion/13916/hyundai/elantra/what-made-you-buy-the-touring-and-seeing-the-new-elantra-any-regrets,What,made,you,6,41
Outback or RAV4 (your views),9.5K views,12 comments,https://forums.edmunds.com/discussion/13983/subaru/outback/outback-or-rav4-your-views,Outback,or,RAV4,12,9500
BMW 3 series VIN number,291 views,9 comments,https://forums.edmunds.com/discussion/14020/bmw/3-series/bmw-3-series-vin-number,BMW,3,series,9,291
No Deal,61 views,4 comments,https://forums.edmunds.com/discussion/14040/mini/cooper/no-deal,No,Deal,,4,61
"The Pros and Cons of a ""Dealer Trade""",11 views,1 comment,https://forums.edmunds.com/discussion/25323/editorial/x/the-pros-and-cons-of-a-dealer-trade,The,Pros,and,1,11
Top 10 Vehicles for Seniors for 2009,1 view,1 comment,https://forums.edmunds.com/discussion/25451/general/x/top-10-vehicles-for-seniors-for-2009,Top,10,Vehicles,1,1
Choosing the Extended Warranty That's Right for You,1 view,2 comments,https://forums.edmunds.com/discussion/25476/general/x/choosing-the-extended-warranty-thats-right-for-you,Choosing,the,Extended,2,1
Making the Most of Test-Drive Events,1 view,1 comment,https://forums.edmunds.com/discussion/25983/general/x/making-the-most-of-test-drive-events,Making,the,Most,1,1
Can You Return the Car You Just Bought?,1 view,1 comment,https://forums.edmunds.com/discussion/26034/general/x/can-you-return-the-car-you-just-bought,Can,You,Return,1,1
Vehicle History Report Your Key to a Good Used Car,1 view,1 comment,https://forums.edmunds.com/discussion/26057/general/x/vehicle-history-report-your-key-to-a-good-used-car,Vehicle,History,Report,1,1
How To Buy Your Dream Car,1 view,1 comment,https://forums.edmunds.com/discussion/26071/general/x/how-to-buy-your-dream-car,How,To,Buy,1,1
"Purchasing Programs (AAA, Costco, BJ's, etc.)",44.7K views,45 comments,https://forums.edmunds.com/discussion/4120/general/x/purchasing-programs-aaa-costco-bjs-etc,Purchasing,Programs,"(AAA,",45,44700
Dodge Neon vs Chevrolet Cavalier,2.6K views,24 comments,https://forums.edmunds.com/discussion/4481/chevrolet/cavalier/dodge-neon-vs-chevrolet-cavalier,Dodge,Neon,vs,24,2600
Ford Escape Hybrid Test Drive: What Did You Think?,883 views,35 comments,https://forums.edmunds.com/discussion/5461/ford/escape-hybrid/ford-escape-hybrid-test-drive-what-did-you-think,Ford,Escape,Hybrid,35,883
Pontiac G6 Prices Paid and Buying Experience,531 views,171 comments,https://forums.edmunds.com/discussion/5604/pontiac/g6/pontiac-g6-prices-paid-and-buying-experience,Pontiac,G6,Prices,171,531
Nissan 300ZX Care and Maintenance,3.7K views,27 comments,https://forums.edmunds.com/discussion/5681/nissan/300zx/nissan-300zx-care-and-maintenance,Nissan,300ZX,Care,27,3700
Honda CR-V 2WD or FWD,4.7K views,16 comments,https://forums.edmunds.com/discussion/6630/general/x/honda-cr-v-2wd-or-fwd,Honda,CR-V,2WD,16,4700
Saturn Outlook Prices Paid and Buying Experience,1.9K views,173 comments,https://forums.edmunds.com/discussion/7017/saturn/outlook/saturn-outlook-prices-paid-and-buying-experience,Saturn,Outlook,Prices,173,1900
Audi A4 2.0 AWD vs. BMW 328xi,3.8K views,26 comments,https://forums.edmunds.com/discussion/7272/audi/a4/audi-a4-2-0-awd-vs-bmw-328xi,Audi,A4,2.0,26,3800
Volvo XC90 versus Lexus GX 470,2K views,8 comments,https://forums.edmunds.com/discussion/7371/volvo/gx-470/volvo-xc90-versus-lexus-gx-470,Volvo,XC90,versus,8,200
Chevrolet Avalanche Lease Questions,301 views,11 comments,https://forums.edmunds.com/discussion/7552/chevrolet/avalanche/chevrolet-avalanche-lease-questions,Chevrolet,Avalanche,Lease,11,301
Ford Windstar Should I buy one?,1.6K views,14 comments,https://forums.edmunds.com/discussion/8050/ford/windstar/ford-windstar-should-i-buy-one,Ford,Windstar,Should,14,1600
Shifty Needs Your Help in Buying a Car,361 views,189 comments,https://forums.edmunds.com/discussion/8489/general/x/shifty-needs-your-help-in-buying-a-car,Shifty,Needs,Your,189,361
Lack of Subaru dealerships in the midwest,11 views,5 comments,https://forums.edmunds.com/discussion/10803/subaru/x/lack-of-subaru-dealerships-in-the-midwest,Lack,of,Subaru,5,11
Cummins Vs. Duramax Vs. Powerstroke,8.6K views,5 comments,https://forums.edmunds.com/discussion/10846/ford/f-250-super-duty/cummins-vs-duramax-vs-powerstroke,Cummins,Vs.,Duramax,5,8600
Considering a Vibe...which route is the best to take in your opinion?,261 views,5 comments,https://forums.edmunds.com/discussion/11432/dodge/durango/considering-a-vibe-which-route-is-the-best-to-take-in-your-opinion,Considering,a,Vibe...which,5,261
Do NOT buy the Caliber,2.5K views,16 comments,https://forums.edmunds.com/discussion/12494/dodge/caliber/do-not-buy-the-caliber,Do,NOT,buy,16,2500
Going the extra mile with Subaru and Kinney Motors Rutland VT,21 views,5 comments,https://forums.edmunds.com/discussion/12721/subaru/legacy/going-the-extra-mile-with-subaru-and-kinney-motors-rutland-vt,Going,the,extra,5,21
Would you buy your vehicle again?,341 views,69 comments,https://forums.edmunds.com/discussion/12853/chevrolet/silverado-2500/would-you-buy-your-vehicle-again,Would,you,buy,69,341
BMW X3 &amp; X5 Extended Warranty,1.2K views,4 comments,https://forums.edmunds.com/discussion/13084/bmw/x3/bmw-x3-amp-x5-extended-warranty,BMW,X3,&amp;,4,1200
Honda Accord 2011 vs Toyota Camry,5K views,11 comments,https://forums.edmunds.com/discussion/13100/toyota/camry/honda-accord-2011-vs-toyota-camry,Honda,Accord,2011,11,500
Coupe: BMW 3 Series or wait Mercede C-Coupe?,151 views,6 comments,https://forums.edmunds.com/discussion/13201/mercedes-benz/a5/coupe-bmw-3-series-or-wait-mercede-c-coupe,Coupe:,BMW,3,6,151
Should I wait for the 2011 TSX?,131 views,13 comments,https://forums.edmunds.com/discussion/13245/acura/tsx/should-i-wait-for-the-2011-tsx,Should,I,wait,13,131
Subaru National Financing Offers,71 views,11 comments,https://forums.edmunds.com/discussion/13318/subaru/legacy/subaru-national-financing-offers,Subaru,National,Financing,11,71
Are oil issued for Audi 2007 A4 2.0T real?,6K views,13 comments,https://forums.edmunds.com/discussion/13344/audi/a4/are-oil-issued-for-audi-2007-a4-2-0t-real,Are,oil,issued,13,600
Honda CR-Z Prices Paid and Buying Experience,202 views,5 comments,https://forums.edmunds.com/discussion/13410/honda/cr-z/honda-cr-z-prices-paid-and-buying-experience,Honda,CR-Z,Prices,5,202
Buying a Used Hyundai Elantra,611 views,4 comments,https://forums.edmunds.com/discussion/13469/hyundai/elantra/buying-a-used-hyundai-elantra,Buying,a,Used,4,611
How to Understand Car Lease Terminology,37K views,0 comments,https://forums.edmunds.com/discussion/13615/general/x/how-to-understand-car-lease-terminology,How,to,Understand,0,3700
Help me setup an auction to buy a Forester,1 view,2 comments,https://forums.edmunds.com/discussion/13620/subaru/forester/help-me-setup-an-auction-to-buy-a-forester,Help,me,setup,2,1
How to Choose Your Next Vehicle,61 views,1 comment,https://forums.edmunds.com/discussion/13622/general/x/how-to-choose-your-next-vehicle,How,to,Choose,1,61
Town Car Odometer,81 views,4 comments,https://forums.edmunds.com/discussion/13628/lincoln/town-car/town-car-odometer,Town,Car,Odometer,4,81
Should I buy a Mazda5 that has sat for 3 years?,121 views,7 comments,https://forums.edmunds.com/discussion/13653/mazda/mazda5/should-i-buy-a-mazda5-that-has-sat-for-3-years,Should,I,buy,7,121
Would you buy a Venza again?,501 views,5 comments,https://forums.edmunds.com/discussion/13667/toyota/venza/would-you-buy-a-venza-again,Would,you,buy,5,501
Where the heck are the 2011s?,31 views,3 comments,https://forums.edmunds.com/discussion/13668/mazda/mazda5/where-the-heck-are-the-2011s,Where,the,heck,3,31
Maxzda CX-9 model 2010 vs 2011,755 views,13 comments,https://forums.edmunds.com/discussion/13711/mazda/cx-9/maxzda-cx-9-model-2010-vs-2011,Maxzda,CX-9,model,13,755
Subaru Forester Engine Choices,121 views,10 comments,https://forums.edmunds.com/discussion/13743/subaru/forester/subaru-forester-engine-choices,Subaru,Forester,Engine,10,121
Is this a good price for an 01 Forester,11 views,3 comments,https://forums.edmunds.com/discussion/13756/subaru/forester/is-this-a-good-price-for-an-01-forester,Is,this,a,3,11
How much for a 2001 Subaru Outback is reasonable?,401 views,6 comments,https://forums.edmunds.com/discussion/13770/subaru/outback/how-much-for-a-2001-subaru-outback-is-reasonable,How,much,for,6,401
Getting a used 2010 Subaru Hatchback - need advice,1 view,1 comment,https://forums.edmunds.com/discussion/13802/subaru/impreza/getting-a-used-2010-subaru-hatchback-need-advice,Getting,a,used,1,1
Land Rover LR4 vs Toyota Sequoia vs Audi Q7,1.1K views,2 comments,https://forums.edmunds.com/discussion/16375/toyota/sequoia/land-rover-lr4-vs-toyota-sequoia-vs-audi-q7,Land,Rover,LR4,2,1100
Test-Drive the Competition,2.1K views,1 comment,https://forums.edmunds.com/discussion/26062/editorial/x/test-drive-the-competition,Test-Drive,the,Competition,1,2100
Help Me Select a Wagon,1.7K views,878 comments,https://forums.edmunds.com/discussion/1486/volkswagen/passat/help-me-select-a-wagon,Help,Me,Select,878,1700
"Good, Cheap Beater Cars &amp; Inexpensive Commuter Cars - how to find one?",11.2K views,342 comments,https://forums.edmunds.com/discussion/1725/acura/integra/good-cheap-beater-cars-amp-inexpensive-commuter-cars-how-to-find-one,"Good,",Cheap,Beater,342,11200
Toyota Matrix vs. Pontiac Vibe - Compare Notes,10.1K views,271 comments,https://forums.edmunds.com/discussion/2867/pontiac/vibe/toyota-matrix-vs-pontiac-vibe-compare-notes,Toyota,Matrix,vs.,271,10100
Acura MDX 2007,4.2K views,1.2K comments,https://forums.edmunds.com/discussion/3464/acura/mdx/acura-mdx-2007,Acura,MDX,2007,1200,4200
Pricing my used vehicle for private sale,1.2K views,726 comments,https://forums.edmunds.com/discussion/3625/bmw/x/pricing-my-used-vehicle-for-private-sale,Pricing,my,used,726,1200
New R-Class Owners - Give Us Your Report,511 views,62 comments,https://forums.edmunds.com/discussion/5792/mercedes-benz/r-class/new-r-class-owners-give-us-your-report,New,R-Class,Owners,62,511
Porsche Boxster Prices Paid and Buying Experience,1.3K views,33 comments,https://forums.edmunds.com/discussion/6681/porsche/boxster/porsche-boxster-prices-paid-and-buying-experience,Porsche,Boxster,Prices,33,1300
Which one has high resale value: ODYSSEY/PILOT,844 views,9 comments,https://forums.edmunds.com/discussion/6923/honda/odyssey/which-one-has-high-resale-value-odyssey-pilot,Which,one,has,9,844
Buying a Used Avalon,1.2K views,31 comments,https://forums.edmunds.com/discussion/7151/toyota/avalon/buying-a-used-avalon,Buying,a,Used,31,1200
Which Porsche to buy,4.3K views,53 comments,https://forums.edmunds.com/discussion/7391/porsche/911/which-porsche-to-buy,Which,Porsche,to,53,4300
Considering used CR-V,541 views,66 comments,https://forums.edmunds.com/discussion/7947/honda/cr-v/considering-used-cr-v,Considering,used,CR-V,66,541
Acura RDX vs Infiniti EX35,4.7K views,58 comments,https://forums.edmunds.com/discussion/8453/acura/rdx/acura-rdx-vs-infiniti-ex35,Acura,RDX,vs,58,4700
Volvo XC90 vs Mazda CX-9,3.1K views,9 comments,https://forums.edmunds.com/discussion/8671/mazda/cx-9/volvo-xc90-vs-mazda-cx-9,Volvo,XC90,vs,9,3100
Aston Martin V8 Vantage Prices Paid and Buying Experience,544 views,29 comments,https://forums.edmunds.com/discussion/8694/aston-martin/v8-vantage/aston-martin-v8-vantage-prices-paid-and-buying-experience,Aston,Martin,V8,29,544
Buying Used Mitsubishi Outlander,1.9K views,13 comments,https://forums.edmunds.com/discussion/9779/mitsubishi/outlander/buying-used-mitsubishi-outlander,Buying,Used,Mitsubishi,13,1900
BMW X6 Prices Paid and Buying Experience,362 views,18 comments,https://forums.edmunds.com/discussion/9926/bmw/x6/bmw-x6-prices-paid-and-buying-experience,BMW,X6,Prices,18,362
Lexus GX 470 vs. Toyota 4Runner,11.3K views,4 comments,https://forums.edmunds.com/discussion/10045/lexus/gx-470/lexus-gx-470-vs-toyota-4runner,Lexus,GX,470,4,11300
2009 Toyota Corolla Navigation System,743 views,12 comments,https://forums.edmunds.com/discussion/10051/toyota/corolla/2009-toyota-corolla-navigation-system,2009,Toyota,Corolla,12,743
Buying a Used Audi A8,351 views,4 comments,https://forums.edmunds.com/discussion/10668/audi/a8/buying-a-used-audi-a8,Buying,a,Used,4,351
Mitsubishi Galant Prices Paid and Buying Experience,21 views,2 comments,https://forums.edmunds.com/discussion/10786/mitsubishi/galant/mitsubishi-galant-prices-paid-and-buying-experience,Mitsubishi,Galant,Prices,2,21
Volkswagen Passat CC Prices Paid and Buying Experience,2.5K views,110 comments,https://forums.edmunds.com/discussion/10825/volkswagen/passat/volkswagen-passat-cc-prices-paid-and-buying-experience,Volkswagen,Passat,CC,110,2500
Buying a Used Murano,4K views,32 comments,https://forums.edmunds.com/discussion/10904/nissan/murano/buying-a-used-murano,Buying,a,Used,32,400
Buying a Used Hyundai Sonata,261 views,21 comments,https://forums.edmunds.com/discussion/10967/hyundai/sonata/buying-a-used-hyundai-sonata,Buying,a,Used,21,261
2010 VW Golf,2.1K views,218 comments,https://forums.edmunds.com/discussion/11413/volkswagen/golf/2010-vw-golf,2010,VW,Golf,218,2100
2010 Mazda CX-7,871 views,32 comments,https://forums.edmunds.com/discussion/11976/mazda/cx-7/2010-mazda-cx-7,2010,Mazda,CX-7,32,871
Sprinter motor home chassis,351 views,8 comments,https://forums.edmunds.com/discussion/12662/dodge/sprinter/sprinter-motor-home-chassis,Sprinter,motor,home,8,351
How to import new Mercedes-Benz to Canada from USA,832 views,4 comments,https://forums.edmunds.com/discussion/12861/mercedes-benz/e-class/how-to-import-new-mercedes-benz-to-canada-from-usa,How,to,import,4,832
Car for Larger People?,11 views,1 comment,https://forums.edmunds.com/discussion/13086/scion/xb/car-for-larger-people,Car,for,Larger,1,11
Mazda2 Lease Questions,41 views,2 comments,https://forums.edmunds.com/discussion/13337/mazda/mazda2/mazda2-lease-questions,Mazda2,Lease,Questions,2,41
"Study on Auto Finance, Purchase Decisions",11 views,19 comments,https://forums.edmunds.com/discussion/13370/general/x/study-on-auto-finance-purchase-decisions,Study,on,Auto,19,11
Subaru Forester - Anyone pick up a 2011 yet?,51 views,17 comments,https://forums.edmunds.com/discussion/13403/subaru/forester/subaru-forester-anyone-pick-up-a-2011-yet,Subaru,Forester,-,17,51
Preowned Honda Accords - Real World Prices Paid?,31 views,6 comments,https://forums.edmunds.com/discussion/13407/honda/accord/preowned-honda-accords-real-world-prices-paid,Preowned,Honda,Accords,6,31
Would you get a moonroof again?,744 views,6 comments,https://forums.edmunds.com/discussion/13424/mazda/cx-9/would-you-get-a-moonroof-again,Would,you,get,6,744
"New 2010Accord V6 EXL - headlight scratched, hlp",42 views,3 comments,https://forums.edmunds.com/discussion/13439/honda/accord/new-2010accord-v6-exl-headlight-scratched-hlp,New,2010Accord,V6,3,42
Suzuki Kizashi Lease Questions,101 views,5 comments,https://forums.edmunds.com/discussion/13448/suzuki/kizashi/suzuki-kizashi-lease-questions,Suzuki,Kizashi,Lease,5,101
2011 Hyundai Sonata Turbo Pricing released!,71 views,14 comments,https://forums.edmunds.com/discussion/13481/hyundai/sonata/2011-hyundai-sonata-turbo-pricing-released,2011,Hyundai,Sonata,14,71
Opinions Needed: '04 2.7L 4WD vs. '05 3.5L FWD,241 views,3 comments,https://forums.edmunds.com/discussion/13544/hyundai/santa-fe/opinions-needed-04-2-7l-4wd-vs-05-3-5l-fwd,Opinions,Needed:,'04,3,241
50 Years of Ugly Cars --You Be The Judge!,403 views,53 comments,https://forums.edmunds.com/discussion/13564/pontiac/x/50-years-of-ugly-cars-you-be-the-judge,50,Years,of,53,403
Acura RL vs. Acura TL,22.8K views,163 comments,https://forums.edmunds.com/discussion/15651/acura/rl/acura-rl-vs-acura-tl,Acura,RL,vs.,163,22800
BMW Z4 - Should I Buy One?,1.2K views,7 comments,https://forums.edmunds.com/discussion/16064/bmw/z4/bmw-z4-should-i-buy-one,BMW,Z4,-,7,1200
Purchasing Strategies - Questions & Success Stories,1.7K views,3.7K comments,https://forums.edmunds.com/discussion/4206/general/x/purchasing-strategies-questions-success-stories,Purchasing,Strategies,-,3700,1700
Audi A4 vs Acura TL vs Volvo S60 vs VW Passat,3.6K views,82 comments,https://forums.edmunds.com/discussion/4457/acura/tl/audi-a4-vs-acura-tl-vs-volvo-s60-vs-vw-passat,Audi,A4,vs,82,3600
Kia Rondo Prices Paid and Buying Experience,1.3K views,373 comments,https://forums.edmunds.com/discussion/6574/kia/rondo/kia-rondo-prices-paid-and-buying-experience,Kia,Rondo,Prices,373,1300
Finding a Salvage Yard,81 views,18 comments,https://forums.edmunds.com/discussion/6815/lexus/ls-430/finding-a-salvage-yard,Finding,a,Salvage,18,81
2007 Honda Odyssey,631 views,117 comments,https://forums.edmunds.com/discussion/6897/honda/odyssey/2007-honda-odyssey,2007,Honda,Odyssey,117,631
New car to tune?,42 views,9 comments,https://forums.edmunds.com/discussion/7671/honda/civic/new-car-to-tune,New,car,to,9,42
BMW 530i vs. BMW 330i,1.2K views,3 comments,https://forums.edmunds.com/discussion/7744/bmw/3-series/bmw-530i-vs-bmw-330i,BMW,530i,vs.,3,1200
Touring vs EX-L is it worth the extra money?,59.3K views,23 comments,https://forums.edmunds.com/discussion/8830/honda/odyssey/touring-vs-ex-l-is-it-worth-the-extra-money,Touring,vs,EX-L,23,59300
2008.5 MAZDASPEED 3,1.2K views,93 comments,https://forums.edmunds.com/discussion/9814/mazda/mazdaspeed-mazda3/2008-5-mazdaspeed-3,2008.5,MAZDASPEED,3,93,1200
2009 Subaru Tribeca,561 views,63 comments,https://forums.edmunds.com/discussion/9988/subaru/tribeca/2009-subaru-tribeca,2009,Subaru,Tribeca,63,561
pre-purchase inspection advice,2.1K views,4 comments,https://forums.edmunds.com/discussion/10001/buick/lesabre/pre-purchase-inspection-advice,pre-purchase,inspection,advice,4,2100
Honda Accord vs Honda Civic,31.1K views,24 comments,https://forums.edmunds.com/discussion/10182/honda/accord/honda-accord-vs-honda-civic,Honda,Accord,vs,24,31100
Outback vs. Legacy,14.7K views,21 comments,https://forums.edmunds.com/discussion/10195/subaru/legacy/outback-vs-legacy,Outback,vs.,Legacy,21,14700
2009 Chevy Equinox vs 2009 Saturn Vue,654 views,4 comments,https://forums.edmunds.com/discussion/10684/chevrolet/equinox/2009-chevy-equinox-vs-2009-saturn-vue,2009,Chevy,Equinox,4,654
Difference in USA vs Japanese made Toyotas?,12.3K views,3 comments,https://forums.edmunds.com/discussion/11351/toyota/corolla/difference-in-usa-vs-japanese-made-toyotas,Difference,in,USA,3,12300
EX versus EX-L trying to decide,4K views,25 comments,https://forums.edmunds.com/discussion/11470/honda/odyssey/ex-versus-ex-l-trying-to-decide,EX,versus,EX-L,25,400
2010 Toyota RAV4,221 views,27 comments,https://forums.edmunds.com/discussion/11547/toyota/rav4/2010-toyota-rav4,2010,Toyota,RAV4,27,221
Hyundai Santa Fe Towing Package,6.6K views,23 comments,https://forums.edmunds.com/discussion/11722/hyundai/santa-fe/hyundai-santa-fe-towing-package,Hyundai,Santa,Fe,23,6600
"I Traded My Clunker For $3500/$4500, and Bought A...",321 views,96 comments,https://forums.edmunds.com/discussion/11822/general/x/i-traded-my-clunker-for-3500-4500-and-bought-a,I,Traded,My,96,321
2010 Toyota Corolla vs 2010 Kia Forte,1.6K views,54 comments,https://forums.edmunds.com/discussion/11920/kia/forte/2010-toyota-corolla-vs-2010-kia-forte,2010,Toyota,Corolla,54,1600
Happy with Traverse,291 views,12 comments,https://forums.edmunds.com/discussion/12119/chevrolet/traverse/happy-with-traverse,Happy,with,Traverse,12,291
Toyota Venza Sunroof,1.5K views,7 comments,https://forums.edmunds.com/discussion/12219/toyota/venza/toyota-venza-sunroof,Toyota,Venza,Sunroof,7,1500
Honda Pilot EX vs Mazda CX-9 Sport,1.2K views,5 comments,https://forums.edmunds.com/discussion/12811/mazda/cx-9/honda-pilot-ex-vs-mazda-cx-9-sport,Honda,Pilot,EX,5,1200
Question on 2011 GLK model arrival in the US market,61 views,5 comments,https://forums.edmunds.com/discussion/12846/mercedes-benz/glk-class/question-on-2011-glk-model-arrival-in-the-us-market,Question,on,2011,5,61
Land Rover LR4 Purchase Help,601 views,33 comments,https://forums.edmunds.com/discussion/12948/land-rover/lr4/land-rover-lr4-purchase-help,Land,Rover,LR4,33,601
Acura TSX vs Lexus IS250 vs BMW 325xi vs Honda Accord,3.3K views,46 comments,https://forums.edmunds.com/discussion/13068/acura/tsx/acura-tsx-vs-lexus-is250-vs-bmw-325xi-vs-honda-accord,Acura,TSX,vs,46,3300
2000-2005 Crown Vic RCMP Car,31 views,2 comments,https://forums.edmunds.com/discussion/13078/ford/crown-victoria/2000-2005-crown-vic-rcmp-car,2000-2005,Crown,Vic,2,31
Lexus GX 470 vs RX330,432 views,3 comments,https://forums.edmunds.com/discussion/13083/lexus/gx-470/lexus-gx-470-vs-rx330,Lexus,GX,470,3,432
To buy a 2010 or not?,11 views,2 comments,https://forums.edmunds.com/discussion/13098/subaru/legacy/to-buy-a-2010-or-not,To,buy,a,2,11
help purchasing an e class,331 views,3 comments,https://forums.edmunds.com/discussion/13099/mercedes-benz/e-class/help-purchasing-an-e-class,help,purchasing,an,3,331
Take the warranty or pass?,41 views,13 comments,https://forums.edmunds.com/discussion/13108/subaru/legacy/take-the-warranty-or-pass,Take,the,warranty,13,41
Volvo XC90 vs GMC Acadia,1.6K views,12 comments,https://forums.edmunds.com/discussion/13138/gmc/acadia/volvo-xc90-vs-gmc-acadia,Volvo,XC90,vs,12,1600
performance of a sonata over 100K,4.1K views,8 comments,https://forums.edmunds.com/discussion/13143/hyundai/sonata/performance-of-a-sonata-over-100k,performance,of,a,8,4100
Classic car as a daily driver?,2K views,13 comments,https://forums.edmunds.com/discussion/13154/datsun/x/classic-car-as-a-daily-driver,Classic,car,as,13,200
Buy used 2003 Tundra?,151 views,3 comments,https://forums.edmunds.com/discussion/13164/toyota/tundra/buy-used-2003-tundra,Buy,used,2003,3,151
What to look for in high mileage 2006 Forester,1K views,5 comments,https://forums.edmunds.com/discussion/13308/subaru/forester/what-to-look-for-in-high-mileage-2006-forester,What,to,look,5,100
Liberty vs FJ Cruiser,381 views,6 comments,https://forums.edmunds.com/discussion/13315/jeep/liberty/liberty-vs-fj-cruiser,Liberty,vs,FJ,6,381
2010 2.5L Golf or the 2010 GTI,281 views,2 comments,https://forums.edmunds.com/discussion/13356/volkswagen/golf/2010-2-5l-golf-or-the-2010-gti,2010,2.5L,Golf,2,281
Will she be happy with a 2007 Acura MDX?,231 views,2 comments,https://forums.edmunds.com/discussion/13384/acura/mdx/will-she-be-happy-with-a-2007-acura-mdx,Will,she,be,2,231
Mazda 5 vs Kia Rondo,6.4K views,837 comments,https://forums.edmunds.com/discussion/16228/mazda/mazda5/mazda-5-vs-kia-rondo,Mazda,5,vs,837,6400
Nissan NX,1.9K views,48 comments,https://forums.edmunds.com/discussion/1127/nissan/nx/nissan-nx,Nissan,NX,,48,1900
Nissan Murano vs Toyota Highlander vs Subaru B9 Tribeca vs Honda Pilot,6.6K views,786 comments,https://forums.edmunds.com/discussion/4346/acura/mdx/nissan-murano-vs-toyota-highlander-vs-subaru-b9-tribeca-vs-honda-pilot,Nissan,Murano,vs,786,6600
2007 Honda CR-V,4.4K views,2.8K comments,https://forums.edmunds.com/discussion/5303/honda/cr-v/2007-honda-cr-v,2007,Honda,CR-V,2800,4400
Kia Spectra Prices Paid and Buying Experience,911 views,57 comments,https://forums.edmunds.com/discussion/5535/kia/spectra/kia-spectra-prices-paid-and-buying-experience,Kia,Spectra,Prices,57,911
Acura MDX vs Buick Enclave CXL,2.6K views,34 comments,https://forums.edmunds.com/discussion/7763/acura/mdx/acura-mdx-vs-buick-enclave-cxl,Acura,MDX,vs,34,2600
Dodge Dakota General Shopping Questions,21 views,12 comments,https://forums.edmunds.com/discussion/8031/dodge/dakota/dodge-dakota-general-shopping-questions,Dodge,Dakota,General,12,21
Outback vs Tribeca,6.7K views,14 comments,https://forums.edmunds.com/discussion/8678/subaru/b9-tribeca/outback-vs-tribeca,Outback,vs,Tribeca,14,6700
Ford Escape Hybrid vs Toyota 4Runner,351 views,7 comments,https://forums.edmunds.com/discussion/8962/ford/escape-hybrid/ford-escape-hybrid-vs-toyota-4runner,Ford,Escape,Hybrid,7,351
VW Passat Turbo Operation,1K views,13 comments,https://forums.edmunds.com/discussion/9142/volkswagen/passat/vw-passat-turbo-operation,VW,Passat,Turbo,13,100
